Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Page_Advantage Shopping/input_Username_password""), Password)",Chrome 117.0.0.0,,,12-02-2024 13:20:03,12-02-2024 13:20:04,1.137s,PASSED
"if (rememberMe == ""yes"")",Chrome 117.0.0.0,,,12-02-2024 13:20:04,12-02-2024 13:20:04,0.000s,PASSED
else,Chrome 117.0.0.0,,,12-02-2024 13:20:04,12-02-2024 13:20:04,0.000s,PASSED
"click(findTestObject(""Object Repository/Page_Advantage Shopping/button_SIGN IN""))",Chrome 117.0.0.0,,,12-02-2024 13:20:04,12-02-2024 13:20:04,0.474s,PASSED
"click(findTestObject(""Object Repository/Page_Advantage Shopping/span_namuu""))",Chrome 117.0.0.0,,,12-02-2024 13:20:04,12-02-2024 13:20:07,2.369s,PASSED
,,,,,,,
Test Cases/Final Assignment - Registrasi,Chrome 117.0.0.0,,,12-02-2024 13:22:18,12-02-2024 13:23:17,58.380s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,12-02-2024 13:22:18,12-02-2024 13:22:20,1.102s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/#/"")",Chrome 117.0.0.0,,,12-02-2024 13:22:20,12-02-2024 13:22:22,2.629s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,12-02-2024 13:22:22,12-02-2024 13:22:23,0.468s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 117.0.0.0,,,12-02-2024 13:22:23,12-02-2024 13:22:27,3.956s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/a_CREATE NEW ACCOUNT""))",Chrome 117.0.0.0,,,12-02-2024 13:22:27,12-02-2024 13:22:28,1.578s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input__usernameRegisterPage""), ""testinglagi7"")",Chrome 117.0.0.0,,,12-02-2024 13:22:28,12-02-2024 13:22:29,0.806s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/label_Email""))",Chrome 117.0.0.0,,,12-02-2024 13:22:29,12-02-2024 13:22:29,0.457s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input__emailRegisterPage""), ""testing@gmail.com"")",Chrome 117.0.0.0,,,12-02-2024 13:22:29,12-02-2024 13:22:31,1.799s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input__passwordRegisterPage""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 117.0.0.0,,,12-02-2024 13:22:31,12-02-2024 13:22:32,0.927s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/label_Confirm password""))",Chrome 117.0.0.0,,,12-02-2024 13:22:32,12-02-2024 13:22:33,0.461s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input__confirm_passwordRegisterPage""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 117.0.0.0,,,12-02-2024 13:22:33,12-02-2024 13:22:33,0.485s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_PERSONAL DETAILS_first_nameRegisterPage""), ""Testing"")",Chrome 117.0.0.0,,,12-02-2024 13:22:33,12-02-2024 13:22:34,1.156s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/label_Last Name""))",Chrome 117.0.0.0,,,12-02-2024 13:22:34,12-02-2024 13:22:35,0.459s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_- Use maximum 30 character_last_nameR_6ef033""), ""Assignment"")",Chrome 117.0.0.0,,,12-02-2024 13:22:35,12-02-2024 13:22:36,1.129s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_- Use maximum 30 character_phone_numb_7c938a""), ""0812345678"")",Chrome 117.0.0.0,,,12-02-2024 13:22:36,12-02-2024 13:22:37,1.144s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/select_AfganistanAlbaniaAlgeriaAmerican Sam_3cef8a""), ""object:250"", true)",Chrome 117.0.0.0,,,12-02-2024 13:22:37,12-02-2024 13:22:40,2.662s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_Country_cityRegisterPage""), ""Jakarta"")",Chrome 117.0.0.0,,,12-02-2024 13:22:40,12-02-2024 13:22:40,0.836s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_- Use maximum 25 character_addressReg_9e23b3""), ""Jalan testing"")",Chrome 117.0.0.0,,,12-02-2024 13:22:40,12-02-2024 13:22:42,1.144s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/label_State  Province  Region""))",Chrome 117.0.0.0,,,12-02-2024 13:22:42,12-02-2024 13:22:42,0.472s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_- Use maximum 50 character_state__pro_272a54""), ""Jakarta"")",Chrome 117.0.0.0,,,12-02-2024 13:22:42,12-02-2024 13:22:43,1.135s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_- Use maximum 10 character_postal_cod_639c2f""), ""1234"")",Chrome 117.0.0.0,,,12-02-2024 13:22:43,12-02-2024 13:22:44,1.143s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_Receive exclusive offers and promotio_5c7450""))",Chrome 117.0.0.0,,,12-02-2024 13:22:44,12-02-2024 13:22:45,0.479s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/button_REGISTER""))",Chrome 117.0.0.0,,,12-02-2024 13:22:45,12-02-2024 13:22:45,0.577s,PASSED
"click(findTestObject(""Registrasi/Page_Advantage Shopping/path_testinglagi_menuUserSVGPath""))",Chrome 117.0.0.0,,,12-02-2024 13:22:45,12-02-2024 13:23:17,31.361s,PASSED
