Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Advantage Shopping/button_SIGN IN""))",Chrome 117.0.0.0,,,12-02-2024 11:15:46,12-02-2024 11:15:46,0.493s,PASSED
"click(findTestObject(""Object Repository/Page_Advantage Shopping/span_namuu""))",Chrome 117.0.0.0,,,12-02-2024 11:15:46,12-02-2024 11:15:49,2.957s,PASSED
,,,,,,,
Test Cases/Final Assignment - Login,Chrome 117.0.0.0,,,12-02-2024 11:15:49,12-02-2024 11:16:03,14.105s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,12-02-2024 11:15:49,12-02-2024 11:15:50,0.856s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/#/"")",Chrome 117.0.0.0,,,12-02-2024 11:15:50,12-02-2024 11:15:53,2.965s,PASSED
"click(findTestObject(""Object Repository/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 117.0.0.0,,,12-02-2024 11:15:53,12-02-2024 11:15:57,4.158s,PASSED
"setText(findTestObject(""Object Repository/Page_Advantage Shopping/input_OR_username""), UserName)",Chrome 117.0.0.0,,,12-02-2024 11:15:57,12-02-2024 11:15:58,0.899s,PASSED
"click(findTestObject(""Object Repository/Page_Advantage Shopping/label_Password""))",Chrome 117.0.0.0,,,12-02-2024 11:15:58,12-02-2024 11:15:59,1.119s,PASSED
"setText(findTestObject(""Object Repository/Page_Advantage Shopping/input_Username_password""), Password)",Chrome 117.0.0.0,,,12-02-2024 11:15:59,12-02-2024 11:16:00,1.172s,PASSED
"if (rememberMe == ""yes"")",Chrome 117.0.0.0,,,12-02-2024 11:16:00,12-02-2024 11:16:00,0.001s,PASSED
else,Chrome 117.0.0.0,,,12-02-2024 11:16:00,12-02-2024 11:16:00,0.000s,PASSED
"click(findTestObject(""Object Repository/Page_Advantage Shopping/button_SIGN IN""))",Chrome 117.0.0.0,,,12-02-2024 11:16:00,12-02-2024 11:16:01,0.500s,PASSED
"click(findTestObject(""Object Repository/Page_Advantage Shopping/span_namuu""))",Chrome 117.0.0.0,,,12-02-2024 11:16:01,12-02-2024 11:16:03,2.424s,PASSED
,,,,,,,
Test Cases/Final Assignment - Registrasi,Chrome 117.0.0.0,,,12-02-2024 11:16:03,12-02-2024 11:17:03,1m - 0.017s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,12-02-2024 11:16:03,12-02-2024 11:16:04,0.842s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/#/"")",Chrome 117.0.0.0,,,12-02-2024 11:16:04,12-02-2024 11:16:07,2.702s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,12-02-2024 11:16:07,12-02-2024 11:16:07,0.488s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 117.0.0.0,,,12-02-2024 11:16:07,12-02-2024 11:16:11,3.782s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/a_CREATE NEW ACCOUNT""))",Chrome 117.0.0.0,,,12-02-2024 11:16:11,12-02-2024 11:16:13,1.697s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input__usernameRegisterPage""), ""testinglagi7"")",Chrome 117.0.0.0,,,12-02-2024 11:16:13,12-02-2024 11:16:14,0.857s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/label_Email""))",Chrome 117.0.0.0,,,12-02-2024 11:16:14,12-02-2024 11:16:14,0.492s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input__emailRegisterPage""), ""testing@gmail.com"")",Chrome 117.0.0.0,,,12-02-2024 11:16:14,12-02-2024 11:16:15,1.115s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input__passwordRegisterPage""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 117.0.0.0,,,12-02-2024 11:16:15,12-02-2024 11:16:16,1.074s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/label_Confirm password""))",Chrome 117.0.0.0,,,12-02-2024 11:16:16,12-02-2024 11:16:17,0.475s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input__confirm_passwordRegisterPage""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 117.0.0.0,,,12-02-2024 11:16:17,12-02-2024 11:16:18,1.489s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_PERSONAL DETAILS_first_nameRegisterPage""), ""Testing"")",Chrome 117.0.0.0,,,12-02-2024 11:16:18,12-02-2024 11:16:20,1.471s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/label_Last Name""))",Chrome 117.0.0.0,,,12-02-2024 11:16:20,12-02-2024 11:16:20,0.482s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_- Use maximum 30 character_last_nameR_6ef033""), ""Assignment"")",Chrome 117.0.0.0,,,12-02-2024 11:16:20,12-02-2024 11:16:22,1.359s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_- Use maximum 30 character_phone_numb_7c938a""), ""0812345678"")",Chrome 117.0.0.0,,,12-02-2024 11:16:22,12-02-2024 11:16:23,1.363s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/select_AfganistanAlbaniaAlgeriaAmerican Sam_3cef8a""), ""object:250"", true)",Chrome 117.0.0.0,,,12-02-2024 11:16:23,12-02-2024 11:16:26,2.939s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_Country_cityRegisterPage""), ""Jakarta"")",Chrome 117.0.0.0,,,12-02-2024 11:16:26,12-02-2024 11:16:27,0.879s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_- Use maximum 25 character_addressReg_9e23b3""), ""Jalan testing"")",Chrome 117.0.0.0,,,12-02-2024 11:16:27,12-02-2024 11:16:28,1.085s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/label_State  Province  Region""))",Chrome 117.0.0.0,,,12-02-2024 11:16:28,12-02-2024 11:16:28,0.484s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_- Use maximum 50 character_state__pro_272a54""), ""Jakarta"")",Chrome 117.0.0.0,,,12-02-2024 11:16:28,12-02-2024 11:16:30,1.183s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_- Use maximum 10 character_postal_cod_639c2f""), ""1234"")",Chrome 117.0.0.0,,,12-02-2024 11:16:30,12-02-2024 11:16:31,1.078s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_Receive exclusive offers and promotio_5c7450""))",Chrome 117.0.0.0,,,12-02-2024 11:16:31,12-02-2024 11:16:31,0.506s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/button_REGISTER""))",Chrome 117.0.0.0,,,12-02-2024 11:16:31,12-02-2024 11:16:32,0.601s,PASSED
"click(findTestObject(""Registrasi/Page_Advantage Shopping/path_testinglagi_menuUserSVGPath""))",Chrome 117.0.0.0,,,12-02-2024 11:16:32,12-02-2024 11:17:03,31.537s,PASSED
