Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Advantage Shopping/span_namuu""))",Chrome 117.0.0.0,,,12-02-2024 11:32:24,12-02-2024 11:32:28,3.721s,PASSED
,,,,,,,
Test Cases/Final Assignment - Registrasi,Chrome 117.0.0.0,,,12-02-2024 11:34:22,12-02-2024 11:35:23,1m - 1.193s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,12-02-2024 11:34:22,12-02-2024 11:34:23,0.888s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/#/"")",Chrome 117.0.0.0,,,12-02-2024 11:34:23,12-02-2024 11:34:25,2.715s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,12-02-2024 11:34:25,12-02-2024 11:34:26,0.474s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 117.0.0.0,,,12-02-2024 11:34:26,12-02-2024 11:34:30,3.793s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/a_CREATE NEW ACCOUNT""))",Chrome 117.0.0.0,,,12-02-2024 11:34:30,12-02-2024 11:34:34,4.356s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input__usernameRegisterPage""), ""testinglagi7"")",Chrome 117.0.0.0,,,12-02-2024 11:34:34,12-02-2024 11:34:35,0.843s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/label_Email""))",Chrome 117.0.0.0,,,12-02-2024 11:34:35,12-02-2024 11:34:35,0.490s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input__emailRegisterPage""), ""testing@gmail.com"")",Chrome 117.0.0.0,,,12-02-2024 11:34:35,12-02-2024 11:34:37,1.196s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input__passwordRegisterPage""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 117.0.0.0,,,12-02-2024 11:34:37,12-02-2024 11:34:37,0.534s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/label_Confirm password""))",Chrome 117.0.0.0,,,12-02-2024 11:34:37,12-02-2024 11:34:38,1.127s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input__confirm_passwordRegisterPage""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 117.0.0.0,,,12-02-2024 11:34:38,12-02-2024 11:34:39,0.633s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_PERSONAL DETAILS_first_nameRegisterPage""), ""Testing"")",Chrome 117.0.0.0,,,12-02-2024 11:34:39,12-02-2024 11:34:40,1.153s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/label_Last Name""))",Chrome 117.0.0.0,,,12-02-2024 11:34:40,12-02-2024 11:34:40,0.466s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_- Use maximum 30 character_last_nameR_6ef033""), ""Assignment"")",Chrome 117.0.0.0,,,12-02-2024 11:34:40,12-02-2024 11:34:42,1.628s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_- Use maximum 30 character_phone_numb_7c938a""), ""0812345678"")",Chrome 117.0.0.0,,,12-02-2024 11:34:42,12-02-2024 11:34:43,1.087s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/select_AfganistanAlbaniaAlgeriaAmerican Sam_3cef8a""), ""object:250"", true)",Chrome 117.0.0.0,,,12-02-2024 11:34:43,12-02-2024 11:34:46,2.463s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_Country_cityRegisterPage""), ""Jakarta"")",Chrome 117.0.0.0,,,12-02-2024 11:34:46,12-02-2024 11:34:47,0.885s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_- Use maximum 25 character_addressReg_9e23b3""), ""Jalan testing"")",Chrome 117.0.0.0,,,12-02-2024 11:34:47,12-02-2024 11:34:48,1.195s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/label_State  Province  Region""))",Chrome 117.0.0.0,,,12-02-2024 11:34:48,12-02-2024 11:34:48,0.488s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_- Use maximum 50 character_state__pro_272a54""), ""Jakarta"")",Chrome 117.0.0.0,,,12-02-2024 11:34:48,12-02-2024 11:34:49,1.087s,PASSED
"setText(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_- Use maximum 10 character_postal_cod_639c2f""), ""1234"")",Chrome 117.0.0.0,,,12-02-2024 11:34:49,12-02-2024 11:34:51,1.186s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/input_Receive exclusive offers and promotio_5c7450""))",Chrome 117.0.0.0,,,12-02-2024 11:34:51,12-02-2024 11:34:51,0.491s,PASSED
"click(findTestObject(""Object Repository/Registrasi/Page_Advantage Shopping/button_REGISTER""))",Chrome 117.0.0.0,,,12-02-2024 11:34:51,12-02-2024 11:34:52,0.600s,PASSED
"click(findTestObject(""Registrasi/Page_Advantage Shopping/path_testinglagi_menuUserSVGPath""))",Chrome 117.0.0.0,,,12-02-2024 11:34:52,12-02-2024 11:35:23,31.401s,PASSED
